placa,data_posicao,velocidade,longitude,latitude,ignicao
TESTE001,Wed Dec 16 2018 10:14:38 GMT-0200 (Hora oficial do Brasil),0,-51.4699075,-25.3649695,false
TESTE001,Wed Dec 16 2018 10:44:40 GMT-0200 (Hora oficial do Brasil),0,-51.469908,-25.3649213,false
TESTE001,Wed Dec 16 2018 11:14:43 GMT-0200 (Hora oficial do Brasil),0,-51.4699595,-25.364891,false
TESTE001,Wed Dec 16 2018 11:44:47 GMT-0200 (Hora oficial do Brasil),0,-51.4699606,-25.3648895,false
TESTE001,Wed Dec 16 2018 12:14:50 GMT-0200 (Hora oficial do Brasil),0,-51.469899,-25.3649125,false
TESTE001,Wed Dec 16 2018 12:44:53 GMT-0200 (Hora oficial do Brasil),0,-51.469894,-25.3649056,false
TESTE001,Wed Dec 16 2018 13:14:56 GMT-0200 (Hora oficial do Brasil),0,-51.4699513,-25.3648403,false
TESTE001,Wed Dec 16 2018 13:44:59 GMT-0200 (Hora oficial do Brasil),0,-51.4700025,-25.3649438,false
TESTE001,Wed Dec 16 2018 14:15:02 GMT-0200 (Hora oficial do Brasil),0,-51.4699766,-25.3649058,false
TESTE001,Wed Dec 16 2018 14:45:04 GMT-0200 (Hora oficial do Brasil),0,-51.469964,-25.3649553,false
TESTE001,Wed Dec 16 2018 15:15:07 GMT-0200 (Hora oficial do Brasil),0,-51.4699475,-25.3649568,false
TESTE001,Wed Dec 16 2018 15:45:10 GMT-0200 (Hora oficial do Brasil),0,-51.4699291,-25.3648606,false
TESTE001,Wed Dec 16 2018 16:15:13 GMT-0200 (Hora oficial do Brasil),0,-51.469886,-25.3648891,false
TESTE001,Wed Dec 16 2018 16:45:16 GMT-0200 (Hora oficial do Brasil),0,-51.4699146,-25.3648788,false
TESTE001,Wed Dec 16 2018 17:15:19 GMT-0200 (Hora oficial do Brasil),0,-51.4699336,-25.3649128,false
TESTE001,Wed Dec 16 2018 17:45:22 GMT-0200 (Hora oficial do Brasil),0,-51.469926,-25.3648955,false
TESTE001,Wed Dec 16 2018 18:15:25 GMT-0200 (Hora oficial do Brasil),0,-51.469895,-25.3648921,false
TESTE001,Wed Dec 16 2018 18:45:28 GMT-0200 (Hora oficial do Brasil),0,-51.469889,-25.3648691,false
TESTE001,Wed Dec 16 2018 19:15:31 GMT-0200 (Hora oficial do Brasil),0,-51.4698858,-25.3648745,false
TESTE001,Wed Dec 16 2018 19:45:34 GMT-0200 (Hora oficial do Brasil),0,-51.4698793,-25.3648978,false
TESTE001,Wed Dec 16 2018 20:15:37 GMT-0200 (Hora oficial do Brasil),0,-51.4698841,-25.3649161,false
TESTE001,Wed Dec 16 2018 20:45:40 GMT-0200 (Hora oficial do Brasil),0,-51.4699263,-25.3649268,false
TESTE001,Wed Dec 16 2018 21:15:43 GMT-0200 (Hora oficial do Brasil),0,-51.4699053,-25.3648945,false
TESTE001,Wed Dec 16 2018 21:45:47 GMT-0200 (Hora oficial do Brasil),0,-51.469924,-25.3649281,false
TESTE001,Wed Dec 16 2018 22:15:50 GMT-0200 (Hora oficial do Brasil),0,-51.4699486,-25.3648825,false
TESTE001,Wed Dec 16 2018 22:45:53 GMT-0200 (Hora oficial do Brasil),0,-51.4699186,-25.3648816,false
TESTE001,Wed Dec 16 2018 23:15:56 GMT-0200 (Hora oficial do Brasil),0,-51.469897,-25.3648896,false
TESTE001,Wed Dec 16 2018 23:45:59 GMT-0200 (Hora oficial do Brasil),0,-51.4699421,-25.3649156,false
TESTE001,Wed Dec 17 2018 00:16:02 GMT-0200 (Hora oficial do Brasil),0,-51.4698568,-25.3648865,false
TESTE001,Wed Dec 17 2018 00:46:05 GMT-0200 (Hora oficial do Brasil),0,-51.4699655,-25.3649278,false
TESTE001,Wed Dec 17 2018 01:16:09 GMT-0200 (Hora oficial do Brasil),0,-51.4698985,-25.3649065,false
TESTE001,Wed Dec 17 2018 01:46:12 GMT-0200 (Hora oficial do Brasil),0,-51.4699183,-25.3649061,false
TESTE001,Wed Dec 17 2018 02:16:15 GMT-0200 (Hora oficial do Brasil),0,-51.4699435,-25.3649056,false
TESTE001,Wed Dec 17 2018 02:46:18 GMT-0200 (Hora oficial do Brasil),0,-51.469991,-25.3648921,false
TESTE001,Wed Dec 17 2018 03:16:21 GMT-0200 (Hora oficial do Brasil),0,-51.4699726,-25.3649055,false
TESTE001,Wed Dec 17 2018 03:46:24 GMT-0200 (Hora oficial do Brasil),0,-51.4699301,-25.3649335,false
TESTE001,Wed Dec 17 2018 04:16:27 GMT-0200 (Hora oficial do Brasil),0,-51.4699451,-25.36491,false
TESTE001,Wed Dec 17 2018 04:46:30 GMT-0200 (Hora oficial do Brasil),0,-51.469929,-25.3648953,false
TESTE001,Wed Dec 17 2018 05:16:33 GMT-0200 (Hora oficial do Brasil),0,-51.4699111,-25.3649306,false
TESTE001,Wed Dec 17 2018 05:46:36 GMT-0200 (Hora oficial do Brasil),0,-51.4698893,-25.3649585,false
TESTE001,Wed Dec 17 2018 06:16:39 GMT-0200 (Hora oficial do Brasil),0,-51.4699165,-25.364895,false
TESTE001,Wed Dec 17 2018 06:46:42 GMT-0200 (Hora oficial do Brasil),0,-51.4699405,-25.3649046,false
TESTE001,Wed Dec 17 2018 07:16:45 GMT-0200 (Hora oficial do Brasil),0,-51.4699548,-25.364893,false
TESTE001,Wed Dec 17 2018 07:46:48 GMT-0200 (Hora oficial do Brasil),0,-51.4699315,-25.3649026,false
TESTE001,Wed Dec 17 2018 08:16:51 GMT-0200 (Hora oficial do Brasil),0,-51.4699446,-25.3649323,false
TESTE001,Wed Dec 17 2018 08:46:54 GMT-0200 (Hora oficial do Brasil),0,-51.469903,-25.3649036,false
TESTE001,Wed Dec 17 2018 09:16:57 GMT-0200 (Hora oficial do Brasil),0,-51.4699623,-25.36489,false
TESTE001,Wed Dec 17 2018 09:47:00 GMT-0200 (Hora oficial do Brasil),0,-51.4699518,-25.3648868,false
TESTE001,Wed Dec 17 2018 10:17:03 GMT-0200 (Hora oficial do Brasil),0,-51.4699298,-25.3648436,false
TESTE001,Wed Dec 17 2018 10:47:06 GMT-0200 (Hora oficial do Brasil),0,-51.4699405,-25.3648731,false
TESTE001,Wed Dec 17 2018 11:17:09 GMT-0200 (Hora oficial do Brasil),0,-51.4699536,-25.3649086,false
TESTE001,Wed Dec 17 2018 11:47:12 GMT-0200 (Hora oficial do Brasil),0,-51.4699931,-25.3648956,false
TESTE001,Wed Dec 17 2018 12:17:15 GMT-0200 (Hora oficial do Brasil),0,-51.4699885,-25.3649305,false
TESTE001,Wed Dec 17 2018 12:47:18 GMT-0200 (Hora oficial do Brasil),0,-51.4699363,-25.364893,false
TESTE001,Wed Dec 17 2018 13:17:21 GMT-0200 (Hora oficial do Brasil),0,-51.469966,-25.364876,false
TESTE001,Wed Dec 17 2018 13:47:23 GMT-0200 (Hora oficial do Brasil),0,-51.4699715,-25.3649228,false
TESTE001,Wed Dec 17 2018 14:17:26 GMT-0200 (Hora oficial do Brasil),0,-51.4699321,-25.3648786,false
TESTE001,Wed Dec 17 2018 14:47:29 GMT-0200 (Hora oficial do Brasil),0,-51.4699031,-25.3648971,false
TESTE001,Wed Dec 17 2018 15:17:32 GMT-0200 (Hora oficial do Brasil),0,-51.469951,-25.3649593,false
TESTE001,Wed Dec 17 2018 15:47:35 GMT-0200 (Hora oficial do Brasil),0,-51.4699395,-25.3649108,false
TESTE001,Wed Dec 17 2018 16:17:38 GMT-0200 (Hora oficial do Brasil),0,-51.4699098,-25.3649356,false
TESTE001,Wed Dec 17 2018 16:47:41 GMT-0200 (Hora oficial do Brasil),0,-51.469918,-25.3649003,false
TESTE001,Wed Dec 17 2018 17:17:44 GMT-0200 (Hora oficial do Brasil),0,-51.4699945,-25.3648931,false
TESTE001,Wed Dec 17 2018 17:47:47 GMT-0200 (Hora oficial do Brasil),0,-51.4698993,-25.3649131,false
TESTE001,Wed Dec 17 2018 18:17:50 GMT-0200 (Hora oficial do Brasil),0,-51.4699661,-25.3649161,false
TESTE001,Wed Dec 17 2018 18:47:53 GMT-0200 (Hora oficial do Brasil),0,-51.4699155,-25.3648905,false
TESTE001,Wed Dec 17 2018 19:17:56 GMT-0200 (Hora oficial do Brasil),0,-51.4698958,-25.3649005,false
TESTE001,Wed Dec 17 2018 19:47:59 GMT-0200 (Hora oficial do Brasil),0,-51.4699301,-25.3648816,false
TESTE001,Wed Dec 17 2018 20:18:02 GMT-0200 (Hora oficial do Brasil),0,-51.4699136,-25.3649481,false
TESTE001,Wed Dec 17 2018 20:48:05 GMT-0200 (Hora oficial do Brasil),0,-51.4699195,-25.3649131,false
TESTE001,Wed Dec 17 2018 21:18:08 GMT-0200 (Hora oficial do Brasil),0,-51.4699123,-25.3649283,false
TESTE001,Wed Dec 17 2018 21:48:11 GMT-0200 (Hora oficial do Brasil),0,-51.4699305,-25.3648598,false
TESTE001,Wed Dec 17 2018 22:18:14 GMT-0200 (Hora oficial do Brasil),0,-51.4700016,-25.3649216,false
TESTE001,Wed Dec 17 2018 22:48:17 GMT-0200 (Hora oficial do Brasil),0,-51.4698818,-25.364891,false
TESTE001,Wed Dec 17 2018 23:18:20 GMT-0200 (Hora oficial do Brasil),0,-51.4699095,-25.3649116,false
TESTE001,Wed Dec 17 2018 23:48:22 GMT-0200 (Hora oficial do Brasil),0,-51.4699455,-25.3648881,false
TESTE001,Wed Dec 18 2018 00:18:25 GMT-0200 (Hora oficial do Brasil),0,-51.4699345,-25.364912,false
TESTE001,Wed Dec 18 2018 00:48:28 GMT-0200 (Hora oficial do Brasil),0,-51.4699098,-25.3648855,false
TESTE001,Wed Dec 18 2018 01:18:31 GMT-0200 (Hora oficial do Brasil),0,-51.469923,-25.364907,false
TESTE001,Wed Dec 18 2018 01:48:34 GMT-0200 (Hora oficial do Brasil),0,-51.469953,-25.3649061,false
TESTE001,Wed Dec 18 2018 02:18:37 GMT-0200 (Hora oficial do Brasil),0,-51.4699186,-25.3649156,false
TESTE001,Wed Dec 18 2018 02:48:40 GMT-0200 (Hora oficial do Brasil),0,-51.4699301,-25.3649113,false
TESTE001,Wed Dec 18 2018 03:18:42 GMT-0200 (Hora oficial do Brasil),0,-51.4699676,-25.3648906,false
TESTE001,Wed Dec 18 2018 03:48:45 GMT-0200 (Hora oficial do Brasil),0,-51.4699126,-25.364941,false
TESTE001,Wed Dec 18 2018 04:18:48 GMT-0200 (Hora oficial do Brasil),0,-51.4699288,-25.3648653,false
TESTE001,Wed Dec 18 2018 04:48:51 GMT-0200 (Hora oficial do Brasil),0,-51.4698978,-25.364897,false
TESTE001,Wed Dec 18 2018 05:18:54 GMT-0200 (Hora oficial do Brasil),0,-51.469941,-25.3649435,false
TESTE001,Wed Dec 18 2018 05:48:56 GMT-0200 (Hora oficial do Brasil),0,-51.4698978,-25.3648306,false
TESTE001,Wed Dec 18 2018 06:18:58 GMT-0200 (Hora oficial do Brasil),0,-51.4699283,-25.3649058,false
TESTE001,Wed Dec 18 2018 06:49:01 GMT-0200 (Hora oficial do Brasil),0,-51.4699516,-25.364905,false
TESTE001,Wed Dec 18 2018 07:19:04 GMT-0200 (Hora oficial do Brasil),0,-51.4699538,-25.3648908,false
TESTE001,Wed Dec 18 2018 07:49:07 GMT-0200 (Hora oficial do Brasil),0,-51.4699423,-25.364896,false
TESTE001,Wed Dec 18 2018 08:19:10 GMT-0200 (Hora oficial do Brasil),0,-51.4699103,-25.3649563,false
TESTE001,Wed Dec 18 2018 08:40:52 GMT-0200 (Hora oficial do Brasil),0,-51.4699103,-25.3649563,true
TESTE001,Wed Dec 18 2018 08:42:33 GMT-0200 (Hora oficial do Brasil),8,-51.4697548,-25.3646696,true
TESTE001,Wed Dec 18 2018 08:42:53 GMT-0200 (Hora oficial do Brasil),8,-51.4700465,-25.3645471,true
TESTE001,Wed Dec 18 2018 08:44:52 GMT-0200 (Hora oficial do Brasil),0,-51.47016,-25.364511,true
TESTE001,Wed Dec 18 2018 08:46:52 GMT-0200 (Hora oficial do Brasil),0,-51.4701555,-25.3645373,true
TESTE001,Wed Dec 18 2018 08:48:52 GMT-0200 (Hora oficial do Brasil),0,-51.4701396,-25.364521,true
TESTE001,Wed Dec 18 2018 08:50:51 GMT-0200 (Hora oficial do Brasil),8,-51.4695883,-25.364678,true
TESTE001,Wed Dec 18 2018 08:52:08 GMT-0200 (Hora oficial do Brasil),0,-51.4692738,-25.364568,false
TESTE001,Wed Dec 18 2018 08:52:08 GMT-0200 (Hora oficial do Brasil),0,-51.4692738,-25.364568,false
TESTE001,Wed Dec 18 2018 08:52:12 GMT-0200 (Hora oficial do Brasil),0,-51.4692686,-25.3645641,true
TESTE001,Wed Dec 18 2018 08:52:21 GMT-0200 (Hora oficial do Brasil),0,-51.4692646,-25.3645615,false
TESTE001,Wed Dec 18 2018 08:52:24 GMT-0200 (Hora oficial do Brasil),0,-51.4692586,-25.3645588,true
TESTE001,Wed Dec 18 2018 08:52:30 GMT-0200 (Hora oficial do Brasil),0,-51.4692543,-25.3645563,false
TESTE001,Wed Dec 18 2018 09:24:32 GMT-0200 (Hora oficial do Brasil),0,-51.4692515,-25.364509,false
TESTE001,Wed Dec 18 2018 09:54:35 GMT-0200 (Hora oficial do Brasil),0,-51.4692343,-25.364561,false
TESTE001,Wed Dec 18 2018 10:24:39 GMT-0200 (Hora oficial do Brasil),0,-51.4692635,-25.364574,false
TESTE001,Wed Dec 18 2018 10:54:42 GMT-0200 (Hora oficial do Brasil),0,-51.4692933,-25.3645638,false
TESTE001,Wed Dec 18 2018 11:24:45 GMT-0200 (Hora oficial do Brasil),0,-51.4693043,-25.3645536,false
TESTE001,Wed Dec 18 2018 11:54:48 GMT-0200 (Hora oficial do Brasil),0,-51.4693071,-25.3646138,false
TESTE001,Wed Dec 18 2018 12:24:51 GMT-0200 (Hora oficial do Brasil),0,-51.4692231,-25.3644965,false
TESTE001,Wed Dec 18 2018 12:24:51 GMT-0200 (Hora oficial do Brasil),0,-51.4692231,-25.3644965,false
TESTE001,Wed Dec 18 2018 12:54:54 GMT-0200 (Hora oficial do Brasil),0,-51.4692546,-25.3645496,false
TESTE001,Wed Dec 18 2018 13:24:57 GMT-0200 (Hora oficial do Brasil),0,-51.4692523,-25.3645436,false
TESTE001,Wed Dec 18 2018 13:55:01 GMT-0200 (Hora oficial do Brasil),0,-51.4691975,-25.3644738,false
TESTE001,Wed Dec 18 2018 14:25:04 GMT-0200 (Hora oficial do Brasil),0,-51.4691595,-25.3645711,false
TESTE001,Wed Dec 18 2018 14:55:07 GMT-0200 (Hora oficial do Brasil),0,-51.4692075,-25.3646321,false
TESTE001,Wed Dec 18 2018 15:25:10 GMT-0200 (Hora oficial do Brasil),0,-51.4693136,-25.364689,false
TESTE001,Wed Dec 18 2018 15:55:13 GMT-0200 (Hora oficial do Brasil),0,-51.4692208,-25.3645965,false
TESTE001,Wed Dec 18 2018 16:25:16 GMT-0200 (Hora oficial do Brasil),0,-51.4693108,-25.364589,false
TESTE001,Wed Dec 18 2018 16:55:19 GMT-0200 (Hora oficial do Brasil),0,-51.4691491,-25.3645926,false
TESTE001,Wed Dec 18 2018 17:25:22 GMT-0200 (Hora oficial do Brasil),0,-51.469287,-25.364678,false
TESTE001,Wed Dec 18 2018 17:55:25 GMT-0200 (Hora oficial do Brasil),0,-51.4691933,-25.3646015,false
TESTE001,Wed Dec 18 2018 18:25:28 GMT-0200 (Hora oficial do Brasil),0,-51.4693331,-25.3646623,false
TESTE001,Wed Dec 18 2018 18:55:31 GMT-0200 (Hora oficial do Brasil),0,-51.4692145,-25.3645785,false
TESTE001,Wed Dec 18 2018 19:25:34 GMT-0200 (Hora oficial do Brasil),0,-51.4692435,-25.3645071,false
TESTE001,Wed Dec 18 2018 19:55:37 GMT-0200 (Hora oficial do Brasil),0,-51.469203,-25.3645176,false
TESTE001,Wed Dec 18 2018 20:25:40 GMT-0200 (Hora oficial do Brasil),0,-51.469219,-25.3645918,false
TESTE001,Wed Dec 18 2018 20:55:44 GMT-0200 (Hora oficial do Brasil),0,-51.4692475,-25.364569,false
TESTE001,Wed Dec 18 2018 21:25:48 GMT-0200 (Hora oficial do Brasil),0,-51.469226,-25.3645308,false
TESTE001,Wed Dec 18 2018 21:55:51 GMT-0200 (Hora oficial do Brasil),0,-51.4692081,-25.3646173,false
TESTE001,Wed Dec 18 2018 22:25:54 GMT-0200 (Hora oficial do Brasil),0,-51.4692188,-25.3644968,false
TESTE001,Wed Dec 18 2018 22:55:57 GMT-0200 (Hora oficial do Brasil),0,-51.469234,-25.3645571,false
TESTE001,Wed Dec 18 2018 23:26:00 GMT-0200 (Hora oficial do Brasil),0,-51.4693616,-25.364514,false
TESTE001,Wed Dec 18 2018 23:56:04 GMT-0200 (Hora oficial do Brasil),0,-51.469278,-25.3645451,false
TESTE001,Wed Dec 19 2018 00:26:07 GMT-0200 (Hora oficial do Brasil),0,-51.4692205,-25.3645891,false
TESTE001,Wed Dec 19 2018 00:56:11 GMT-0200 (Hora oficial do Brasil),0,-51.4693428,-25.364647,false
TESTE001,Wed Dec 19 2018 01:26:14 GMT-0200 (Hora oficial do Brasil),0,-51.4692645,-25.364563,false
TESTE001,Wed Dec 19 2018 01:56:17 GMT-0200 (Hora oficial do Brasil),0,-51.4692865,-25.3645648,false
TESTE001,Wed Dec 19 2018 02:26:20 GMT-0200 (Hora oficial do Brasil),0,-51.469296,-25.3645985,false
TESTE001,Wed Dec 19 2018 02:56:23 GMT-0200 (Hora oficial do Brasil),0,-51.4691698,-25.3646106,false
TESTE001,Wed Dec 19 2018 03:26:26 GMT-0200 (Hora oficial do Brasil),0,-51.4692671,-25.3645436,false
TESTE001,Wed Dec 19 2018 03:56:30 GMT-0200 (Hora oficial do Brasil),0,-51.4692735,-25.364547,false
TESTE001,Wed Dec 19 2018 04:26:34 GMT-0200 (Hora oficial do Brasil),0,-51.469314,-25.3646325,false
TESTE001,Wed Dec 19 2018 04:56:38 GMT-0200 (Hora oficial do Brasil),0,-51.4692765,-25.3645263,false
TESTE001,Wed Dec 19 2018 05:26:41 GMT-0200 (Hora oficial do Brasil),0,-51.4692498,-25.3646061,false
TESTE001,Wed Dec 19 2018 05:56:44 GMT-0200 (Hora oficial do Brasil),0,-51.4692806,-25.364538,false
TESTE001,Wed Dec 19 2018 06:26:46 GMT-0200 (Hora oficial do Brasil),0,-51.4692473,-25.364596,false
TESTE001,Wed Dec 19 2018 06:56:49 GMT-0200 (Hora oficial do Brasil),0,-51.4692625,-25.3646218,false
TESTE001,Wed Dec 19 2018 07:26:52 GMT-0200 (Hora oficial do Brasil),0,-51.4692876,-25.3645395,false
TESTE001,Wed Dec 19 2018 07:56:55 GMT-0200 (Hora oficial do Brasil),0,-51.4693193,-25.3645658,false
TESTE001,Wed Dec 19 2018 08:26:58 GMT-0200 (Hora oficial do Brasil),0,-51.4693088,-25.3645698,false
TESTE001,Wed Dec 19 2018 08:57:01 GMT-0200 (Hora oficial do Brasil),0,-51.4692385,-25.3645483,false
TESTE001,Wed Dec 19 2018 09:27:04 GMT-0200 (Hora oficial do Brasil),0,-51.4693108,-25.3645553,false
TESTE001,Wed Dec 19 2018 09:57:06 GMT-0200 (Hora oficial do Brasil),0,-51.4692501,-25.364542,false
TESTE001,Wed Dec 19 2018 10:27:10 GMT-0200 (Hora oficial do Brasil),0,-51.4692943,-25.3645935,false
TESTE001,Wed Dec 19 2018 10:57:13 GMT-0200 (Hora oficial do Brasil),0,-51.4692225,-25.3645185,false
TESTE001,Wed Dec 19 2018 11:27:16 GMT-0200 (Hora oficial do Brasil),0,-51.4692655,-25.3645558,false
TESTE001,Wed Dec 19 2018 11:57:19 GMT-0200 (Hora oficial do Brasil),0,-51.4692698,-25.3645876,false
TESTE001,Wed Dec 19 2018 12:27:21 GMT-0200 (Hora oficial do Brasil),0,-51.4691545,-25.3644616,false
TESTE001,Wed Dec 19 2018 12:57:24 GMT-0200 (Hora oficial do Brasil),0,-51.4693476,-25.3645655,false
TESTE001,Wed Dec 19 2018 13:27:28 GMT-0200 (Hora oficial do Brasil),0,-51.4692686,-25.3644403,false
TESTE001,Wed Dec 19 2018 13:57:31 GMT-0200 (Hora oficial do Brasil),0,-51.4692886,-25.3646006,false
TESTE001,Wed Dec 19 2018 14:27:34 GMT-0200 (Hora oficial do Brasil),0,-51.4691603,-25.3645231,false
TESTE001,Wed Dec 19 2018 14:34:03 GMT-0200 (Hora oficial do Brasil),0,-51.4691603,-25.3645231,true
TESTE001,Wed Dec 19 2018 14:36:05 GMT-0200 (Hora oficial do Brasil),0,-51.4692513,-25.3645791,true
TESTE001,Wed Dec 19 2018 14:38:05 GMT-0200 (Hora oficial do Brasil),1,-51.4695663,-25.3646935,true
TESTE001,Wed Dec 19 2018 14:38:16 GMT-0200 (Hora oficial do Brasil),10,-51.4695558,-25.3645923,true
TESTE001,Wed Dec 19 2018 14:38:32 GMT-0200 (Hora oficial do Brasil),8,-51.4698461,-25.3643336,true
TESTE001,Wed Dec 19 2018 14:38:52 GMT-0200 (Hora oficial do Brasil),10,-51.470034,-25.364183,true
TESTE001,Wed Dec 19 2018 14:40:25 GMT-0200 (Hora oficial do Brasil),13,-51.4745558,-25.3667395,true
TESTE001,Wed Dec 19 2018 14:41:01 GMT-0200 (Hora oficial do Brasil),28,-51.4762276,-25.3638456,true
TESTE001,Wed Dec 19 2018 14:41:17 GMT-0200 (Hora oficial do Brasil),18,-51.4754621,-25.3635521,true
TESTE001,Wed Dec 19 2018 14:41:33 GMT-0200 (Hora oficial do Brasil),38,-51.4760828,-25.3641715,true
TESTE001,Wed Dec 19 2018 14:43:33 GMT-0200 (Hora oficial do Brasil),52,-51.4958365,-25.3691061,true
TESTE001,Wed Dec 19 2018 14:45:33 GMT-0200 (Hora oficial do Brasil),78,-51.5127048,-25.3840631,true
TESTE001,Wed Dec 19 2018 14:46:56 GMT-0200 (Hora oficial do Brasil),17,-51.5213035,-25.3905271,true
TESTE001,Wed Dec 19 2018 14:47:12 GMT-0200 (Hora oficial do Brasil),30,-51.520826,-25.3913001,true
TESTE001,Wed Dec 19 2018 14:49:12 GMT-0200 (Hora oficial do Brasil),60,-51.5148296,-25.4017925,true
TESTE001,Wed Dec 19 2018 14:49:37 GMT-0200 (Hora oficial do Brasil),48,-51.5121733,-25.4045931,true
TESTE001,Wed Dec 19 2018 14:49:53 GMT-0200 (Hora oficial do Brasil),58,-51.5113693,-25.4064536,true
TESTE001,Wed Dec 19 2018 14:51:53 GMT-0200 (Hora oficial do Brasil),25,-51.4941445,-25.4120918,true
TESTE001,Wed Dec 19 2018 14:52:15 GMT-0200 (Hora oficial do Brasil),24,-51.4929733,-25.4124188,true
TESTE001,Wed Dec 19 2018 14:52:34 GMT-0200 (Hora oficial do Brasil),32,-51.4924238,-25.4131588,true
TESTE001,Wed Dec 19 2018 14:54:24 GMT-0200 (Hora oficial do Brasil),68,-51.4913945,-25.4258688,true
TESTE001,Wed Dec 19 2018 14:54:49 GMT-0200 (Hora oficial do Brasil),68,-51.4939758,-25.4294606,true
TESTE001,Wed Dec 19 2018 14:55:11 GMT-0200 (Hora oficial do Brasil),61,-51.4974841,-25.4312705,true
TESTE001,Wed Dec 19 2018 14:57:01 GMT-0200 (Hora oficial do Brasil),87,-51.5099678,-25.4480588,true
TESTE001,Wed Dec 19 2018 14:58:03 GMT-0200 (Hora oficial do Brasil),63,-51.5205781,-25.450966,true
TESTE001,Wed Dec 19 2018 14:58:30 GMT-0200 (Hora oficial do Brasil),63,-51.5219363,-25.4551423,true
TESTE001,Wed Dec 19 2018 14:59:05 GMT-0200 (Hora oficial do Brasil),62,-51.5204636,-25.4605236,true
TESTE001,Wed Dec 19 2018 14:59:11 GMT-0200 (Hora oficial do Brasil),57,-51.5212173,-25.4611558,true
TESTE001,Wed Dec 19 2018 15:00:09 GMT-0200 (Hora oficial do Brasil),83,-51.5291673,-25.4672626,true
TESTE001,Wed Dec 19 2018 15:02:08 GMT-0200 (Hora oficial do Brasil),79,-51.5388715,-25.4863806,true
TESTE001,Wed Dec 19 2018 15:02:56 GMT-0200 (Hora oficial do Brasil),45,-51.5402723,-25.4940978,true
TESTE001,Wed Dec 19 2018 15:03:16 GMT-0200 (Hora oficial do Brasil),45,-51.5416045,-25.495774,true
TESTE001,Wed Dec 19 2018 15:03:45 GMT-0200 (Hora oficial do Brasil),44,-51.5420685,-25.4990296,true
TESTE001,Wed Dec 19 2018 15:04:23 GMT-0200 (Hora oficial do Brasil),57,-51.545294,-25.5022671,true
TESTE001,Wed Dec 19 2018 15:06:23 GMT-0200 (Hora oficial do Brasil),69,-51.5489128,-25.5196665,true
TESTE001,Wed Dec 19 2018 15:07:19 GMT-0200 (Hora oficial do Brasil),10,-51.549662,-25.5244493,true
TESTE001,Wed Dec 19 2018 15:07:40 GMT-0200 (Hora oficial do Brasil),35,-51.548416,-25.5241891,true
TESTE001,Wed Dec 19 2018 15:09:40 GMT-0200 (Hora oficial do Brasil),63,-51.5362211,-25.5211943,true
TESTE001,Wed Dec 19 2018 15:10:14 GMT-0200 (Hora oficial do Brasil),80,-51.5297818,-25.5222375,true
TESTE001,Wed Dec 19 2018 15:11:32 GMT-0200 (Hora oficial do Brasil),81,-51.5130228,-25.5215898,true
TESTE001,Wed Dec 19 2018 15:12:03 GMT-0200 (Hora oficial do Brasil),72,-51.5067433,-25.5242073,true
TESTE001,Wed Dec 19 2018 15:14:03 GMT-0200 (Hora oficial do Brasil),23,-51.5027176,-25.5358336,true
TESTE001,Wed Dec 19 2018 15:16:03 GMT-0200 (Hora oficial do Brasil),72,-51.4940308,-25.5519025,true
TESTE001,Wed Dec 19 2018 15:18:03 GMT-0200 (Hora oficial do Brasil),21,-51.4893013,-25.5626495,true
TESTE001,Wed Dec 19 2018 15:20:03 GMT-0200 (Hora oficial do Brasil),27,-51.4863113,-25.5692298,true
TESTE001,Wed Dec 19 2018 15:20:31 GMT-0200 (Hora oficial do Brasil),13,-51.4854481,-25.5709993,true
TESTE001,Wed Dec 19 2018 15:20:47 GMT-0200 (Hora oficial do Brasil),27,-51.4846046,-25.5707196,true
TESTE001,Wed Dec 19 2018 15:22:01 GMT-0200 (Hora oficial do Brasil),28,-51.4785931,-25.5685711,true
TESTE001,Wed Dec 19 2018 15:22:20 GMT-0200 (Hora oficial do Brasil),28,-51.4775123,-25.5692473,true
TESTE001,Wed Dec 19 2018 15:22:49 GMT-0200 (Hora oficial do Brasil),16,-51.4755801,-25.5684186,true
TESTE001,Wed Dec 19 2018 15:23:05 GMT-0200 (Hora oficial do Brasil),22,-51.4753331,-25.5677438,true
TESTE001,Wed Dec 19 2018 15:23:21 GMT-0200 (Hora oficial do Brasil),12,-51.4761088,-25.5677063,true
TESTE001,Wed Dec 19 2018 15:23:37 GMT-0200 (Hora oficial do Brasil),11,-51.4764413,-25.567762,true
TESTE001,Wed Dec 19 2018 15:25:00 GMT-0200 (Hora oficial do Brasil),0,-51.4766121,-25.5676555,false
TESTE001,Wed Dec 19 2018 15:25:00 GMT-0200 (Hora oficial do Brasil),0,-51.4766121,-25.5676555,false
TESTE001,Wed Dec 19 2018 15:44:42 GMT-0200 (Hora oficial do Brasil),0,-51.4766121,-25.5676555,true
TESTE001,Wed Dec 19 2018 15:46:43 GMT-0200 (Hora oficial do Brasil),4,-51.4759906,-25.5676555,true
TESTE001,Wed Dec 19 2018 15:48:01 GMT-0200 (Hora oficial do Brasil),7,-51.475332,-25.5675498,true
TESTE001,Wed Dec 19 2018 15:48:24 GMT-0200 (Hora oficial do Brasil),20,-51.4747,-25.5676336,true
TESTE001,Wed Dec 19 2018 15:48:40 GMT-0200 (Hora oficial do Brasil),22,-51.4747641,-25.5682101,true
